t,num_edges,num_entities,num_new_edges,new_new_entities
45055813,1,2,1,1
45055860,1,2,1,1
45055864,1,2,1,1
45055891,1,2,1,1
45055914,1,2,1,1
45056001,1,2,1,1
45056011,1,2,1,1
45056244,1,2,1,1
45056289,1,2,1,1
45056303,3,4,3,3
45056346,1,2,1,1
45056356,1,2,1,1
45056421,1,2,1,1
45056482,1,2,1,1
45056508,1,2,1,1
45056518,1,2,1,1
45056596,1,2,1,1
45056647,1,2,1,1
45056702,1,2,1,1
45056765,1,2,1,1
45056780,1,2,1,1
45056812,1,2,1,1
45056821,2,3,2,2
45056953,1,2,1,1
45056978,1,2,1,1
45056981,2,3,2,2
45057323,1,2,1,1
45057328,1,2,1,1
45057340,6,7,6,6
45057414,1,2,1,1
45057421,1,2,1,1
45057430,2,3,2,2
45057499,1,2,1,1
45057519,1,2,1,1
45057533,1,2,1,1
45057555,1,2,1,1
45057562,1,2,1,1
45057586,1,2,1,1
45057649,1,2,1,1
45057683,3,4,3,3
45057732,1,2,1,1
45057785,2,3,2,2
45057808,1,2,1,1
45057920,1,2,1,1
45057933,1,2,1,1
45057934,1,2,1,1
45057977,1,2,1,1
45058030,1,2,1,1
45058045,1,2,1,1
45058090,1,2,1,1
45058172,6,7,6,6
45058233,1,2,1,1
45058279,1,2,1,1
45058319,1,2,1,1
45058392,1,2,1,1
45058453,4,5,4,4
45058479,1,2,1,1
45058490,1,2,1,1
45058564,1,2,1,1
45058573,1,2,1,1
45058706,1,2,1,1
45058721,3,4,3,3
45058809,1,2,1,1
45058835,1,2,1,1
45058858,3,5,3,3
45058874,1,2,1,1
45058902,3,4,3,3
45058946,1,2,1,1
45058986,3,4,3,3
45059007,1,2,1,1
45059072,1,2,1,1
45059103,1,2,1,1
45059144,1,2,1,1
45059167,1,2,1,1
45059217,1,2,1,1
45059224,1,2,1,1
45059265,4,5,4,4
45059313,2,3,2,2
45059315,1,2,1,1
45059317,1,2,1,1
45059327,1,2,1,1
45059345,1,2,1,1
45059361,1,2,1,1
45059413,2,3,2,2
45059442,1,2,1,1
45059453,1,2,1,1
45059516,1,2,1,1
45059536,3,4,3,3
45059555,1,2,1,1
45059586,1,2,1,1
45059604,1,2,1,1
45059621,1,2,1,1
45059623,2,3,2,2
45059634,1,2,1,1
45059651,1,2,1,1
45059675,1,2,1,1
45059785,1,2,1,1
45059797,1,2,1,1
45059826,1,2,1,1
45059933,1,2,1,1
45059963,1,2,1,1
45059987,1,2,1,1
45060091,6,9,6,6
45060159,2,3,2,2
45060207,1,2,1,1
45060208,1,2,1,1
45060243,24,25,24,24
45060302,1,2,1,1
45060346,2,3,2,2
45060377,1,2,1,1
45060419,1,2,1,1
45060447,2,3,2,2
45060463,2,3,2,2
45060534,1,2,1,1
45060573,1,2,1,1
45060574,1,2,1,1
45060591,3,4,3,3
45060595,1,2,1,1
45060630,1,2,1,1
45060650,1,2,1,1
45060652,4,5,4,4
45060655,1,2,1,1
45060691,1,2,1,1
45060759,1,2,1,1
45060820,1,2,1,1
45060884,1,2,1,1
45060972,1,2,1,1
45061027,1,2,1,1
45061069,1,2,1,1
45061110,1,2,1,1
45061131,1,2,1,1
45061137,1,2,1,1
45061147,1,2,1,1
45061151,4,5,4,4
45061163,1,2,1,1
45061183,4,5,4,4
45061187,2,3,2,2
45061191,1,2,1,1
45061217,1,2,1,1
45061239,4,5,4,4
45061271,1,2,1,1
45061309,1,2,1,1
45061421,1,2,1,1
45061496,1,2,1,1
45061512,1,2,1,1
45061523,1,2,1,1
45061548,1,2,1,1
45061559,1,2,1,1
45061568,2,3,2,2
45061606,1,2,1,1
45061619,3,4,3,3
45061641,1,2,1,1
45061673,5,6,5,5
45061687,1,2,1,1
45061689,1,2,1,1
45061693,1,2,1,1
45061713,1,2,1,1
45061768,1,2,1,1
45061813,1,2,1,1
45061843,1,2,1,1
45061855,2,3,2,2
45061871,1,2,0,1
45061910,1,2,1,1
45061934,1,2,1,1
45061943,1,2,1,1
45061953,1,2,1,1
45062020,1,2,1,1
45062080,1,2,1,1
45062109,2,3,2,2
45062125,1,2,1,1
45062195,1,2,1,1
45062285,1,2,1,1
45062316,1,2,1,1
45062400,1,2,1,1
45062455,1,2,1,1
45062522,2,3,2,2
45062556,1,2,1,1
45062566,1,2,1,1
45062584,1,2,1,1
45062686,1,2,1,1
45062696,1,2,1,1
45062698,1,2,1,1
45062742,1,2,1,1
45062888,1,2,1,1
45062938,1,2,1,1
45062941,1,2,1,1
45062964,1,2,1,1
45062988,1,2,1,1
45062996,1,2,1,1
45063037,1,2,1,1
45063141,1,2,1,1
45063154,1,2,1,1
45063257,1,2,1,1
45063291,1,2,1,1
45063295,1,2,1,1
45063304,5,6,5,5
45063363,1,2,1,1
45063486,1,2,1,1
45063496,1,2,1,1
45063694,1,2,1,1
45063815,1,2,1,1
45063846,1,2,1,1
45064023,1,2,1,1
45064068,1,2,1,1
45064103,2,3,2,2
45064126,1,2,1,1
45064190,1,2,1,1
45064222,1,2,1,1
45064285,4,5,4,4
45064423,1,2,1,1
45064448,1,2,1,1
45064467,1,2,1,1
45064474,1,2,1,1
45064570,1,2,1,1
45064705,1,2,1,1
45064819,1,2,1,1
45064856,1,2,1,1
45064868,1,2,1,1
45064890,1,2,1,1
45065047,1,2,1,1
45065065,1,2,1,1
45065077,1,2,0,1
45065095,1,2,0,1
45065328,1,2,1,1
45065335,3,4,3,3
45065525,3,4,3,3
45065580,2,3,2,2
45065589,1,2,1,1
45065616,2,3,2,2
45065636,1,2,1,1
45065688,1,2,1,1
45065765,1,2,1,1
45065785,1,2,1,1
45065805,1,2,1,1
45065949,1,2,1,1
45065980,4,5,4,4
45066069,2,3,0,2
45066091,1,2,1,1
45066095,1,2,1,1
45066101,1,2,1,1
45066123,1,2,1,1
45066183,1,2,1,1
45066196,1,2,1,1
45066205,1,2,1,1
45066212,1,2,1,1
45066241,1,2,1,1
45066244,1,2,1,1
45066415,1,2,1,1
45066448,1,2,1,1
45066512,1,2,1,1
45066544,1,2,1,1
45066588,1,2,1,1
45066602,1,2,1,1
45066615,1,2,1,1
45066660,1,2,1,1
45066712,2,3,2,2
45066713,1,2,1,1
45066782,1,2,1,1
45066805,1,2,1,1
45066827,1,2,1,1
45066865,1,2,1,1
45066874,1,2,1,1
45066881,1,2,1,1
45067068,1,2,1,1
45067111,1,2,1,1
45067138,1,2,1,1
45067215,1,2,1,1
45067228,1,2,1,1
45067267,1,2,1,1
45067277,1,2,1,1
45067295,1,2,1,1
45067329,1,2,1,1
45067337,1,2,1,1
45067390,8,9,8,8
45067440,1,2,1,1
45067488,1,2,1,1
45067573,2,3,2,2
45067674,1,2,1,1
45067725,4,5,4,4
45067790,1,2,1,1
45067897,1,2,1,1
45068201,3,4,3,3
45068216,1,2,1,1
45068368,3,4,3,3
45068379,1,2,1,1
45068519,4,5,4,4
45068520,1,2,0,1
45068523,1,2,1,1
45068568,1,2,1,1
45068640,1,2,1,1
45068709,1,2,1,1
45068746,1,2,1,1
45068749,1,2,1,1
45068789,1,2,1,1
45069047,1,2,1,1
45069224,1,2,1,1
45069390,1,2,1,1
45069460,1,2,1,1
45069607,1,2,1,1
45069636,1,2,1,1
45069669,1,2,1,1
45069867,1,2,1,1
45069991,1,2,1,1
45070004,1,2,1,1
45070090,1,2,1,1
45070300,1,2,1,1
45070660,1,2,1,1
45070707,1,2,1,1
45070895,1,2,1,1
45071208,3,4,3,3
45071397,1,2,1,1
45071459,1,2,1,1
45071925,1,2,1,1
45071977,1,2,1,1
45072769,2,3,2,2
45073003,1,2,1,1
45073080,1,2,1,1
45073260,1,2,1,1
45073338,1,2,1,1
45073829,1,2,1,1
45073911,3,4,3,3
45074075,1,2,1,1
45074774,1,2,1,1
45074999,1,2,1,1
45075055,1,2,1,1
45075154,1,2,1,1
45075177,1,2,1,1
45075291,1,2,1,1
45077050,1,2,1,1
45077527,1,2,0,1
45077585,2,3,2,2
45079808,1,2,1,1
45085424,1,2,1,1
45085654,1,2,1,1
45086365,1,2,1,1
45089241,1,2,1,1
45089651,1,2,1,1
45089718,3,4,3,3
45089768,1,2,1,1
45089850,2,3,2,2
45090209,1,2,1,1
45090647,1,2,1,1
45091362,1,2,1,1
45091751,1,2,1,1
45093075,2,3,2,2
45094397,6,7,6,6
45098439,1,2,1,1
45099579,1,2,1,1
45107752,1,2,1,1
45111319,4,5,4,4
45113008,1,2,1,1
45116974,1,2,1,1
45117025,1,2,1,1
45117141,1,2,1,1
45117173,1,2,1,1
45118700,1,2,1,1
45120774,4,5,4,4
45121002,1,2,1,1
45121537,1,2,0,1
45121776,1,2,1,1
45121988,1,2,1,1
45122273,1,2,1,1
45122317,1,2,1,1
45122331,1,2,1,1
45122809,1,2,1,1
45123189,1,2,1,1
45123277,1,2,1,1
45123392,5,6,5,5
45123485,1,2,1,1
45123516,1,2,1,1
45123756,4,5,4,4
45123976,1,2,1,1
45123984,1,2,1,1
45124037,1,2,1,1
45124044,1,2,1,1
45124050,1,2,1,1
45124202,1,2,1,1
45124338,1,2,1,1
45124454,1,2,1,1
45124486,1,2,1,1
45124565,1,2,1,1
45124631,1,2,1,1
45124661,1,2,1,1
45124676,1,2,1,1
45124696,6,7,6,6
45124707,1,2,1,1
45124760,1,2,1,1
45124894,1,2,1,1
45124983,1,2,1,1
45125041,1,2,1,1
45125088,1,2,1,1
45125119,1,2,1,1
45125325,1,2,1,1
45125488,1,2,1,1
45125503,1,2,1,1
45125691,6,7,6,6
45125911,1,2,1,1
45125981,1,2,1,1
45125996,1,2,1,1
45126084,1,2,1,1
45126100,1,2,1,1
45126131,1,2,1,1
45126206,3,4,3,3
45126275,2,3,2,2
45126420,2,3,2,2
45126450,1,2,1,1
45126565,2,3,2,2
45126633,1,2,1,1
45126671,1,2,1,1
45126778,3,4,3,3
45126819,1,2,0,1
45126864,1,2,1,1
45126958,1,2,1,1
45126984,1,2,1,1
45127018,2,3,2,2
45127037,1,2,1,1
45127150,1,2,1,1
45127173,1,2,1,1
45127183,1,2,1,1
45127404,1,2,1,1
45127557,1,2,1,1
45127566,1,2,1,1
45127585,1,2,1,1
45127591,1,2,1,1
45127614,1,2,1,1
45127682,1,2,1,1
45127685,1,2,1,1
45127699,1,2,1,1
45127785,2,3,2,2
45127819,1,2,1,1
45127875,1,2,0,1
45127912,1,2,1,1
45127920,2,3,2,2
45127996,1,2,1,1
45128037,1,2,1,1
45128059,1,2,1,1
45128071,1,2,1,1
45128079,1,2,1,1
45128083,1,2,1,1
45128100,1,2,1,1
45128117,1,2,1,1
45128125,1,2,1,1
45128147,1,2,1,1
45128151,1,2,1,1
45128199,1,2,1,1
45128244,3,4,3,3
45128427,1,2,1,1
45128471,1,2,1,1
45128483,1,2,1,1
45128485,1,2,1,1
45128539,1,2,0,1
45128573,6,7,6,6
45128581,5,6,5,5
45128600,1,2,1,1
45128679,1,2,1,1
45128681,1,2,1,1
45128769,1,2,1,1
45128823,4,6,3,4
45128878,1,2,1,1
45128883,1,2,0,1
45128944,1,2,1,1
45129046,2,3,2,2
45129065,1,2,1,1
45129069,2,3,2,2
45129250,1,2,1,1
45129309,4,5,4,4
45129396,4,5,0,4
45129697,1,2,1,1
45129699,1,2,1,1
45129732,1,2,1,1
45129814,1,2,1,1
45129829,3,4,3,3
45129845,1,2,1,1
45129890,1,2,1,1
45129965,1,2,1,1
45130062,2,3,2,2
45130125,2,3,2,2
45130170,1,2,1,1
45130183,1,2,1,1
45130268,1,2,1,1
45130291,1,2,1,1
45130308,4,5,4,4
45130336,1,2,1,1
45130339,1,2,1,1
45130378,1,2,1,1
45130459,1,2,1,1
45130482,1,2,1,1
45130523,1,2,1,1
45130583,1,2,1,1
45130639,3,5,3,3
45130658,3,4,3,3
45130705,2,3,0,2
45130897,1,2,1,1
45130970,1,2,1,1
45130972,2,4,2,2
45130975,1,2,1,1
45131042,1,2,1,1
45131151,1,2,1,1
45131306,1,2,1,1
45131431,1,2,1,1
45131528,3,4,3,3
45131579,1,2,1,1
45131589,2,3,2,2
45131663,1,2,1,1
45131742,1,2,1,1
45131845,1,2,1,1
45131853,1,2,1,1
45131939,1,2,1,1
45132065,1,2,1,1
45132069,2,3,2,2
45132118,1,2,1,1
45132151,1,2,1,1
45132154,2,3,2,2
45132156,2,3,0,2
45132237,1,2,1,1
45132247,1,2,1,1
45132319,1,2,1,1
45132337,1,2,1,1
45132377,10,11,10,10
45132477,1,2,1,1
45132494,1,2,1,1
45132517,1,2,1,1
45132527,1,2,1,1
45132662,1,2,1,1
45132699,1,2,1,1
45132721,1,2,1,1
45132772,1,2,1,1
45132859,1,2,1,1
45132871,1,2,1,1
45132984,2,3,2,2
45133121,1,2,1,1
45133132,1,2,1,1
45133148,1,2,1,1
45133316,1,2,1,1
45133342,1,2,1,1
45133352,1,2,1,1
45133409,2,3,2,2
45133435,1,2,1,1
45133438,2,3,2,2
45133455,1,2,1,1
45133471,2,3,2,2
45133495,1,2,1,1
45133565,1,2,1,1
45133646,2,3,2,2
45133678,2,4,2,2
45133733,1,2,1,1
45133734,1,2,1,1
45133784,1,2,1,1
45133789,3,4,3,3
45133826,1,2,1,1
45133874,1,2,1,1
45134006,1,2,1,1
45134057,1,2,1,1
45134076,1,2,1,1
45134133,1,2,1,1
45134148,1,2,1,1
45134198,1,2,1,1
45134263,1,2,1,1
45134292,1,2,1,1
45134338,1,2,1,1
45134433,1,2,1,1
45134513,1,2,1,1
45134558,1,2,1,1
45134675,1,2,1,1
45134731,8,9,8,8
45134749,1,2,1,1
45134751,1,2,1,1
45134764,1,2,1,1
45134792,1,2,1,1
45134798,1,2,1,1
45134809,1,2,1,1
45134812,1,2,1,1
45134822,2,3,2,2
45134879,1,2,1,1
45134924,1,2,0,1
45134972,1,2,0,1
45135004,1,2,1,1
45135127,1,2,1,1
45135148,1,2,1,1
45135221,1,2,1,1
45135272,1,2,1,1
45135295,1,2,1,1
45135328,1,2,1,1
45135330,2,3,2,2
45135391,1,2,1,1
45135405,1,2,1,1
45135419,2,3,2,2
45135420,2,3,1,2
45135421,1,2,0,1
45135497,1,2,1,1
45135511,1,2,1,1
45135517,1,2,1,1
45135541,1,2,1,1
45135564,1,2,1,1
45135609,1,2,1,1
45135619,1,2,1,1
45135680,1,2,1,1
45135683,1,2,1,1
45135748,1,2,1,1
45135786,1,2,1,1
45135787,2,3,2,2
45135818,1,2,1,1
45135872,5,6,5,5
45135895,1,2,1,1
45135947,2,3,2,2
45135990,1,2,1,1
45136018,1,2,1,1
45136061,2,3,2,2
45136152,1,2,1,1
45136240,1,2,1,1
45136243,1,2,1,1
45136410,1,2,1,1
45136487,1,2,1,1
45136543,1,2,1,1
45136562,1,2,1,1
45136577,1,2,1,1
45136582,1,2,1,1
45136620,1,2,1,1
45136680,2,3,2,2
45136728,1,2,1,1
45136736,1,2,1,1
45136759,1,2,1,1
45136797,1,2,1,1
45136813,2,3,2,2
45136852,4,5,4,4
45136856,1,2,1,1
45136964,1,2,1,1
45137026,3,4,3,3
45137078,1,2,1,1
45137134,1,2,1,1
45137152,1,2,1,1
45137245,1,2,1,1
45137254,1,2,1,1
45137275,1,2,1,1
45137284,1,2,1,1
45137294,1,2,1,1
45137297,2,3,2,2
45137308,1,2,1,1
45137310,1,2,1,1
45137335,1,2,1,1
45137399,1,2,1,1
45137417,1,2,1,1
45137422,1,2,1,1
45137427,1,2,1,1
45137435,2,4,2,2
45137578,7,8,7,7
45137594,1,2,1,1
45137622,3,4,3,3
45137644,1,2,1,1
45137661,1,2,1,1
45137815,1,2,1,1
45138002,1,2,1,1
45138083,1,2,1,1
45138099,1,2,1,1
45138157,1,2,1,1
45138165,1,2,1,1
45138204,3,4,3,3
45138205,2,3,2,2
45138297,1,2,1,1
45138326,2,4,2,2
45138336,1,2,1,1
45138465,1,2,1,1
45138467,1,2,1,1
45138666,1,2,1,1
45138716,1,2,1,1
45138817,1,2,1,1
45138869,1,2,1,1
45138915,1,2,1,1
45138952,1,2,1,1
45138991,2,3,2,2
45138993,1,2,1,1
45139022,8,9,8,8
45139127,1,2,1,1
45139140,1,2,1,1
45139150,1,2,1,1
45139183,1,2,1,1
45139227,1,2,1,1
45139256,1,2,1,1
45139266,2,3,2,2
45139289,2,3,2,2
45139417,1,2,1,1
45139444,1,2,1,1
45139469,1,2,1,1
45139532,1,2,1,1
45139584,1,2,1,1
45139629,1,2,1,1
45139660,1,2,1,1
45139662,1,2,1,1
45139777,1,2,1,1
45139896,1,2,1,1
45139921,1,2,1,1
45139922,1,2,1,1
45140008,1,2,1,1
45140048,1,2,1,1
45140121,1,2,1,1
45140139,3,4,3,3
45140198,1,2,1,1
45140216,1,2,1,1
45140229,4,5,4,4
45140323,1,2,1,1
45140409,1,2,1,1
45140437,1,2,1,1
45140527,1,2,1,1
45140539,1,2,1,1
45140591,1,2,1,1
45140658,2,3,2,2
45140672,1,2,1,1
45140707,1,2,1,1
45140734,1,2,1,1
45140740,1,2,1,1
45140744,1,2,1,1
45140773,1,2,1,1
45140803,1,2,1,1
45140813,1,2,1,1
45140824,2,3,2,2
45140855,1,2,1,1
45140949,1,2,1,1
45141031,1,2,1,1
45141035,1,2,1,1
45141050,1,2,1,1
45141076,1,2,1,1
45141101,1,2,1,1
45141352,1,2,1,1
45141384,1,2,1,1
45141388,5,6,5,5
45141410,2,3,2,2
45141442,2,3,2,2
45141481,1,2,1,1
45141546,1,2,1,1
45141555,1,2,1,1
45141570,1,2,1,1
45141595,1,2,1,1
45141696,1,2,1,1
45141765,1,2,1,1
45141775,1,2,1,1
45141868,1,2,1,1
45141933,2,4,2,2
45141938,1,2,1,1
45141987,1,2,1,1
45142036,1,2,1,1
45142058,4,6,4,4
45142088,1,2,1,1
45142098,1,2,1,1
45142144,1,2,1,1
45142246,1,2,1,1
45142295,1,2,1,1
45142313,1,2,1,1
45142370,3,5,3,3
45142459,1,2,1,1
45142641,1,2,1,1
45142642,1,2,1,1
45142679,1,2,1,1
45142791,1,2,1,1
45142809,1,2,1,1
45142814,1,2,1,1
45142854,1,2,1,1
45142917,3,4,3,3
45142958,6,7,6,6
45143066,1,2,1,1
45143148,1,2,1,1
45143273,1,2,1,1
45143279,1,2,1,1
45143325,1,2,1,1
45143420,1,2,1,1
45143441,12,13,12,12
45143452,1,2,1,1
45143454,1,2,1,1
45143504,1,2,1,1
45143793,2,3,2,2
45143875,1,2,1,1
45144016,1,2,1,1
45144029,1,2,1,1
45144059,1,2,1,1
45144082,1,2,1,1
45144100,1,2,1,1
45144223,1,2,1,1
45144225,1,2,1,1
45144249,1,2,1,1
45144293,2,3,2,2
45144392,4,5,4,4
45144536,1,2,1,1
45144590,1,2,1,1
45144605,1,2,1,1
45144612,1,2,1,1
45144650,1,2,1,1
45144767,12,13,12,12
45144779,1,2,1,1
45144841,1,2,1,1
45144862,2,3,2,2
45144967,1,2,1,1
45144984,1,2,1,1
45144986,1,2,1,1
45145003,1,2,1,1
45145023,1,2,1,1
45145026,1,2,1,1
45145034,1,2,1,1
45145056,1,2,1,1
45145195,1,2,1,1
45145215,1,2,1,1
45145257,1,2,1,1
45145277,1,2,1,1
45145298,1,2,1,1
45145303,2,4,2,2
45145388,1,2,1,1
45145413,1,2,1,1
45145418,27,28,27,27
45145507,1,2,1,1
45145571,1,2,1,1
45145586,3,4,3,3
45145604,1,2,1,1
45145896,1,2,1,1
45145918,1,2,1,1
45145919,1,2,0,1
45145972,1,2,1,1
45145999,1,2,1,1
45146015,1,2,1,1
45146043,1,2,1,1
45146252,1,2,1,1
45146300,1,2,1,1
45146378,1,2,1,1
45146437,4,5,4,4
45146515,1,2,1,1
45146550,1,2,1,1
45146583,27,28,27,27
45146636,1,2,1,1
45146684,1,2,1,1
45146699,1,2,1,1
45146703,1,2,1,1
45146797,2,3,2,2
45146813,1,2,1,1
45146883,4,5,4,4
45147016,1,2,1,1
45147072,1,2,1,1
45147171,1,2,1,1
45147188,1,2,1,1
45147216,1,2,1,1
45147217,1,2,1,1
45147313,5,6,5,5
45147330,1,2,1,1
45147346,1,2,1,1
45147358,1,2,1,1
45147359,1,2,1,1
45147405,3,5,3,3
45147407,1,2,1,1
45147419,1,2,1,1
45147479,1,2,1,1
45147487,1,2,1,1
45147568,1,2,1,1
45147923,1,2,1,1
45147928,1,2,1,1
45147936,1,2,1,1
45147978,3,4,3,3
45148024,1,2,1,1
45148026,1,2,1,1
45148118,1,2,1,1
45148152,1,2,1,1
45148156,1,2,1,1
45148276,1,2,1,1
45148278,1,2,1,1
45148320,1,2,1,1
45148392,4,5,4,4
45148452,1,2,1,1
45148507,1,2,1,1
45148515,1,2,1,1
45148605,1,2,1,1
45148635,1,2,1,1
45148705,1,2,1,1
45148773,1,2,1,1
45148833,1,2,1,1
45148878,1,2,1,1
45148893,1,2,1,1
45148928,1,2,1,1
45148994,2,4,2,2
45149027,1,2,1,1
45149080,1,2,1,1
45149132,1,2,1,1
45149202,1,2,1,1
45149234,1,2,1,1
45149268,1,2,1,1
45149297,1,2,1,1
45149312,1,2,1,1
45149364,1,2,1,1
45149389,1,2,1,1
45149616,1,2,1,1
45149760,3,4,3,3
45149765,1,2,1,1
45149774,1,2,1,1
45149815,1,2,1,1
45149833,2,3,2,2
45149930,1,2,1,1
45149939,13,14,13,13
45149967,1,2,1,1
45150045,1,2,1,1
45150084,1,2,1,1
45150232,1,2,1,1
45150310,1,2,1,1
45150441,1,2,1,1
45150700,1,2,1,1
45150769,1,2,1,1
45150832,1,2,1,1
45150835,1,2,1,1
45150872,1,2,1,1
45150937,1,2,1,1
45150946,1,2,1,1
45150967,4,5,4,4
45151031,1,2,1,1
45151083,1,2,1,1
45151214,4,5,4,4
45151229,1,2,1,1
45151230,1,2,1,1
45151285,1,2,1,1
45151287,1,2,1,1
45151295,1,2,1,1
45151364,1,2,1,1
45151376,1,2,1,1
45151383,1,2,1,1
45151455,17,18,17,17
45151502,1,2,1,1
45151504,1,2,1,1
45151588,7,8,7,7
45151589,1,2,1,1
45151603,1,2,1,1
45151787,1,2,1,1
45151824,5,6,5,5
45151846,1,2,1,1
45152109,1,2,1,1
45152197,1,2,1,1
45152299,2,3,2,2
45152453,1,2,1,1
45152560,1,2,1,1
45152582,1,2,1,1
45152665,1,2,1,1
45152681,1,2,1,1
45152714,1,2,1,1
45152729,1,2,1,1
45152736,1,2,1,1
45152814,1,2,1,1
45153064,3,4,3,3
45153135,2,3,2,2
45153278,1,2,1,1
45153425,1,2,1,1
45153501,1,2,1,1
45153568,1,2,1,1
45153760,2,3,2,2
45153766,1,2,1,1
45153780,1,2,1,1
45153873,1,2,1,1
45153983,1,2,1,1
45153996,1,2,1,1
45154062,1,2,1,1
45154078,1,2,1,1
45154116,1,2,1,1
45154126,1,2,0,1
45154134,1,2,0,1
45154197,1,2,1,1
45154202,1,2,1,1
45154437,1,2,1,1
45154586,1,2,1,1
45154633,2,3,2,2
45154636,1,2,1,1
45155070,1,2,1,1
45155178,1,2,1,1
45155394,1,2,1,1
45155485,1,2,1,1
45155491,1,2,1,1
45155631,1,2,1,1
45155768,1,2,1,1
45155774,1,2,1,1
45155932,1,2,1,1
45155981,2,3,2,2
45156081,1,2,1,1
45156099,1,2,1,1
45156262,1,2,1,1
45156407,8,9,8,8
45156448,1,2,1,1
45156514,14,15,14,14
45156537,1,2,1,1
45156812,1,2,1,1
45156986,1,2,1,1
45157175,1,2,1,1
45157311,3,4,3,3
45157569,4,5,1,4
45157992,1,2,1,1
45158216,1,2,1,1
45158548,1,2,1,1
45158678,1,2,1,1
45159039,2,3,2,2
45159050,1,2,1,1
45159089,1,2,1,1
45159130,1,2,1,1
45159289,1,2,1,1
45159454,1,2,1,1
45159972,1,2,1,1
45160955,1,2,1,1
45160960,1,2,1,1
45162033,1,2,1,1
45162407,1,2,1,1
45162652,1,2,1,1
45163659,1,2,1,1
45163787,1,2,1,1
45164840,1,2,1,1
45166678,1,2,1,1
45167097,1,2,1,1
45167371,2,3,2,2
45168761,1,2,1,1
45169000,1,2,1,1
45171971,1,2,1,1
45175861,1,2,1,1
45177024,1,2,0,1
45179008,1,2,0,1
45179704,1,2,1,1
45179754,1,2,1,1
45184634,1,2,1,1
45184836,1,2,1,1
45211867,1,2,1,1
45217049,1,2,1,1
45219012,1,2,0,1
45221170,1,2,1,1
45223334,5,6,5,5
45223718,1,2,1,1
45224792,2,3,2,2
45225446,1,2,1,1
45228868,1,2,1,1
45230907,1,2,1,1
45233470,1,2,1,1
45238541,1,2,1,1
45238600,1,2,1,1
45238824,2,3,2,2
45238828,1,2,1,1
45239133,1,2,1,1
45239890,1,2,1,1
45240810,1,2,1,1
45240849,1,2,0,1
45240989,1,2,1,1
45241316,1,2,1,1
45242508,2,3,2,2
45242565,1,2,1,1
45244048,1,2,1,1
45244287,1,2,1,1
45244341,1,2,0,1
45244544,2,3,2,2
45244551,1,2,1,1
45246460,2,3,2,2
45246464,1,2,1,1
45250023,1,2,1,1
45250142,1,2,1,1
45251184,1,2,1,1
45253165,1,2,0,1
45255951,1,2,1,1
45257052,1,2,1,1
45257523,1,2,1,1
45259046,1,2,1,1
45264626,1,2,1,1
45265442,1,2,0,1
45265747,1,2,1,1
45294023,1,2,1,1
45298283,1,2,1,1
45304928,1,2,1,1
45306605,1,2,1,1
45307135,1,2,1,1
45307494,1,2,0,1
45308752,9,10,8,9
45314430,1,2,1,1
45315197,1,2,1,1
45316351,1,2,1,1
45317562,1,2,1,1
45321666,1,2,1,1
45325408,1,2,0,1
45327808,1,2,1,1
45329319,1,2,0,1
45329329,1,2,1,1
45331749,1,2,1,1
45333534,1,2,1,1
45335662,1,2,1,1
45340704,1,2,1,1
45341034,1,2,1,1
45343720,1,2,1,1
45344052,1,2,1,1
45345986,1,2,1,1
45346645,1,2,1,1
45351143,2,3,2,2
45351334,1,2,1,1
45352304,1,2,1,1
45353856,2,3,2,2
45360520,1,2,1,1
45360660,1,2,1,1
45360889,1,2,0,1
45361050,3,4,3,3
45361660,4,5,3,4
45362421,1,2,1,1
45362739,1,2,1,1
45369535,1,2,1,1
45372159,1,2,1,1
45382207,1,2,1,1
45392088,1,2,1,1
45396764,1,2,1,1
45396942,1,2,1,1
45401162,1,2,1,1
45401536,2,3,2,2
45401817,1,2,1,1
45402441,1,2,1,1
45403709,1,2,0,1
45404903,1,2,1,1
45405138,1,2,1,1
68890003,2,3,2,2
68890156,10,11,9,10
68890434,2,3,1,2
68897806,1,2,1,1
68903647,1,2,1,1
68908470,1,2,1,1
68912100,1,2,1,1
68919589,1,2,1,1
68919823,1,2,1,1
68921646,1,2,1,1
68924997,1,2,1,1
68925906,1,2,1,1
68929920,1,2,1,1
68931783,1,2,1,1
68940384,1,2,1,1
68962670,1,2,1,1
68962879,1,2,0,1
68981963,1,2,1,1
68983180,2,3,2,2
68992713,1,2,1,1
68997554,2,3,2,2
68998110,1,2,1,1
68998381,1,2,0,1
68999021,1,2,1,1
68999213,1,2,1,1
69000319,2,3,2,2
69000363,1,2,0,1
69001769,1,2,0,1
69002101,1,2,1,1
69002462,1,2,1,1
69002498,1,2,1,1
69004072,2,3,2,2
69004973,1,2,1,1
69005234,1,2,1,1
69006635,1,2,1,1
69008145,1,2,1,1
69009815,4,5,4,4
69010175,3,4,1,3
69010475,1,2,1,1
69011212,2,3,1,2
69012469,1,2,1,1
69013712,1,2,1,1
69013740,1,2,1,1
69017273,2,3,2,2
69017457,2,3,2,2
69017539,2,3,0,2
69017635,2,3,0,2
69018296,1,2,1,1
69019013,2,3,2,2
69026057,1,2,1,1
69036576,2,3,2,2
69041979,3,4,3,3
69042732,1,2,0,1
69050148,1,2,1,1
69053497,1,2,1,1
69054002,3,4,3,3
69054691,1,2,1,1
69055078,1,2,1,1
69055517,1,2,1,1
69055609,1,2,0,1
